8318564237	1
495718	1
10599553482	1
11760578833	1
523776	1
11026091111	1
777	2
16714	1
1000	16
9500	1
4500	1
8700	1
1.6	1
3200	1
9600	2
9.6	1
840	1
330	1
11.7	1
6250	1
12500	2
12.5	1
207	2
292	2
14500	1
7400	1
21900	2
21.9	1
395	2
0.395	1
252	2
322	4
3600	1
6000	1
0.04	1
468147.6	1
0.18	1
1803875	1
375	2
212524	1
1506	2
23:45	1
11:45	1
..24	2
2014;	1
23:55	1
11:55	1
20147	1
3:10	1
20:5028	1
1272	1
453:4	1
24:3245	1
273:4	1
18:244:12	1
24:727:4	1
21:122:7	1
8:283:4	1
150:2008:3	1
56:2132	1
205:2	1
60:247:4	1
35:2045	1
182:7	1
12:427:9	1
63:815:12	1
40:963	1
8:3	1
24:9;	1
9:76:105	1
12:2103:13	1
27:1172.5:6	1
12.5:3012:5	1
36:1519:31	1
19:3139:3	1
13:120:7	1
20:722:18	1
11:99:41	1
9:417	1
7:5026	1
22;	2
22:1526	1
22:26	1
11:139	1
43;	1
9:436:42	1
1:711:17	1
11:1727:2	1
27:23:14	1
3:142:13	1
2:134500	1
4.5	2
0.5	3
32000	2
5600	2
5.6	1
14.2	1
3.05	2
3050	1
13000	1
5.28	1
267	2
332	2
8600	1
3400	1
1.33	1
106.667%	1
200%17	1
242.857%	1
150%5	1
83.3%	1
78.9%	1
94.444%	1
90%4	1
80%'	1
50%'	1
125%	1
130%	1
70.588%	1
70%12	1
66.667%'	1
94.444%'	1
142.8%	1
110%19	1
272	2
163	1
801	1
2223	1
384	1
12845	1
61	5
772	1
643	1
192	6
7683	1
24335	1
101	1
11072	1
1175	2
196	2
720	1
516	2
839	2
944	1
1115	1
520	1
614	2
216	8
396	2
224	1
1672	1
918	2
620	2
416	2
830	2
640	1
832	1
8[17	1
255[7	1
17]	5
119[2	1
9]	6
18[4	1
13]	1
52[44	1
748[6	1
30[18	1
3]	2
18[3	1
15[2	1
8[2	1
10[12	1
28]	1
84[5	1
35[18	1
90[14	1
70[9	1
171[38	1
44]	1
83641	1
111	1
1;	11
214	2
231	1
364	1
048	1
2210	2
2140	1
1124	1
1358	1
34142	1
6465	1
3845	1
1615	1
719	2
6415	1
1346	1
3298	1
5913	1
1113	3
814	1
1019	1
1514	1
1268	1
5425	1
716	1
1249	1
2115	1
06	1
1016	1
576	1
8591	1
71:	1
3:'	2
40:'	1
29:'	1
60:'	1
12:.	1
:'	11
31:'	1
11:'	1
4:'	1
42:'	1
5:'	1
5:	6
20:	3
96:	2
91	3
100:	1
23:	2
8:	3
2:	11
3:	8
4:	3
15:	3
132;	1
5:6:	1
70;	5
6:	4
1:3;	1
1:2:	1
202	7
2784	1
5432	1
8008	1
9840	1
180042	1
18051	1
172	4
1611	2
180:	2
32;	1
180	7
28:	2
30:	1
76;	1
4216	1
832.5	1
65.0100	1
87.6	1
12.42.3	1
17.15	1
19.453.0	1
2.514.0	1
28.0:	1
40400	1
3135	1
1052	1
1889	1
6756	1
488	1
5818	1
64180	1
6314	1
6362	1
49110	1
1057	1
1182	1
35182	1
7132	1
1198	1
6518	1
99:	1
396:'	1
17:	1
26:'	1
11:	1
123:	1
90:	1
80:	1
650;	1
106:	1
2:'	1
44:	1
42:	1
7:'	1
25:'	1
15:'	1
27;	1
480;	1
72:	1
52;	1
70:	3
56:	2
24:'	1
40:	2
95:	1
2.5	2
93:'	1
30:'	1
410	2
9;	4
9:	1
27:	1
54:	1
18:	2
13:	2
60;	2
1:	1
5.5;	1
5.6:	1
400	4
6.5;	1
7:	1
75;	1
110:	1
216;	2
327:	1
650:	1
12:	4
37.7;	1
48.5:	1
3800;	1
1750:	1
26;	1
0:	1
18;	1
12%;	1
10%;	1
12%	2
10%	2
130;	1
134:'	1
180;	1
67:	1
54;	1
82:'	1
232:	1
246:	1
444;	1
5000;	1
240;	2
19:	1
104:	1
150;	2
96;	1
30000;	1
220;	1
608:	1
990;	1
8:'	1
7500;	1
2584;	1
704:	1
1275;	1
6252	1
6024	2
4^2	3
36100^1	1
40375	1
54012	1
9025^1	1
2^2	3
1001	1
2420	1
1240	1
612	3
432	1
806	1
24080	1
15360	1
7648	1
12412	1
7218	1
1803.14	1
1.142.5	1
0.6	1
3.14	13
78.5	2
200400^1	1
400^1	1
31432	1
18410	1
314;	1
1.4	1
9.890	1
3.148	1
25.1231.4	1
3.143^2	1
28.264	1
6.286.28	1
210	1
510	5
708	1
3250	1
1516	2
7064^1	1
4916	1
2820	1
36821	1
5349	1
6865	1
8849	1
4622	1
1617	1
1153	1
3590	1
2372	1
3736	1
4329	1
5650	2
6871	1
3387	1
2582	1
1799	1
133	1
1583	1
5810	1
2360	1
0227	1
113	1
1601	1
266	1
2426	1
2855	1
6379	1
5905	1
2777	1
1868	1
4462	1
3467	1
93	2
2321	1
6221	1
4154	1
1725	1
362	1
1927	1
463	1
1119	1
2828	1
4999	1
8234	1
39945	1
135648	1
81267	1
89763	1
109234	1
26710	1
142196	1
28355	1
71873	1
291270	1
30620	1
155459	1
51672	1
336396	1
44195	1
65147	1
21300	1
60180	1
20336	1
48420	1
140294	1
42180	1
20225	1
45192	1
48121	1
25159	1
11283	1
70201	1
29163	1
84	2
79243	1
27177	1
22122	1
89	3
9020	1
1635	1
304	2
2821	1
166	3
184	1
2450	1
6036	1
624	1
2410	1
107	2
010	1
05:2	1
35:1452	1
28;	2
28:24	1
7:65:3	1
40:2415	1
9:6	1
3:29:2	1
72:1691	1
70:21	1
10:32:3	1
14:21153	1
81;	2
81:72	1
9:89:10	1
63:7021	1
12:9	1
4:310:1	1
30:37:8	1
42:4844	1
28:16	1
7:43:1	1
15:54:3	1
20:1510:13	1
20:269:5	1
36:202:1	1
16:835	1
30:5	1
6:155	1
45:10	1
9:27:1	1
28:49:2	1
18:49:13	1
45:6524	1
20:4	1
5:15:3	1
15:93:4	1
24:326:7	1
42:49117	1
81:36	1
9:45:9	1
35:637:2	1
21:63:5	1
18:308:11	1
32:44112	1
72:40	1
9:5104	1
56;	1
56:48	1
7:69:5	1
72:4010:1	1
50:52:3	1
8:1210:7	1
70:494:1	1
28:78:15	1
48:902:3	1
12:1877	1
70:7	1
10:124	1
21;	1
21:3	1
7:164	1
36;	2
36:28	1
9:77:2	1
49:14;	1
6354	1
45:9	1
5:15:4	1
45:3634.26	1
22.8415.86	1
7.93	1
55.93	1
7.9914.70	1
11.762.40	1
7.21.46	1
2.928.28	1
1.38	1
9.24	1
1.3213.30	1
2.66	1
10.24	1
2.5635.07	1
11.69	1
58.15	1
11.6310.70	1
5.35	1
37.52	1
5.3613.40	1
6.7	1
47.67	1
6.813.87	1
7.7418.72	1
37.4410.40	1
5.2	1
15.72	1
5.245.34	1
18.6919.53	1
6.51	1
13.12	1
6.56	1
31.77	1
10.59	1
21.32	1
10.66	1
210.40	1
2.6	2
17.78	1
2.54	1
44.68	1
134.0423.10	1
80.8534.23	1
79.8713.00	1
5.08	1
2.5412.46	1
37.381	1
10.30	1
0.63	1
636	1
311	1
524	1
811	1
98	3
329	2
7242	1
828	2
213	1
4210	1
2012	1
278	1
1720	1
173	1
2732	1
205	1
117	1
1264	1
4012	1
2118	1
713	2
3012	1
911	4
116	3
4854	1
644	2
711	2
7213	1
274	1
1212	2
176	1
2414	1
62	4
611	1
453	1
94	2
4213	1
715	2
1114	1
1017	2
1518	1
1216	2
816	1
1414	1
1116	2
1111	1
1911	2
1614	1
819	1
1918	1
913	1
313	1
1013	1
528	1
3797	1
1467	1
2598	1
3386	1
8815	1
498	1
2567	1
349	1
2143	1
9898	1
8847	1
9098	1
3446	1
4397	1
411	1
9346	1
3278	1
1058	1
211	1
1751	1
374	1
1697	1
6139	1
9794	1
1686	1
1313	1
8338	1
9998	1
1781	1
4390	1
393	1
735	1
9428	1
1135	1
285	1
5968	1
262	1
10082	1
6685	1
142	4
182	3
179	1
16.375	1
7158	1
551	2
5.713	1
14.2100	1
100.130	1
20.86	1
792	1
978	1
5.550	1
53.381	1
79.269	1
67.932	1
3913	1
6624	1
2244	1
6823	1
1613	1
1526	1
1416	1
2415	1
5135	1
3939	1
3229	1
3445	1
3520	1
2[12	1
6]	2
12[18	1
1816	3
7[18	1
11]	3
19818	1
9[13	1
20]	2
2609	1
2[17	1
10215	1
3[12	1
18]	3
36[8	1
72[100	1
30]	2
300120	1
30[11	1
33[6	1
42[5	1
1139	1
13[12	1
36[7	1
63;	1
954	1
27[5	1
2444	1
1172	1
3[8	1
7286	1
563	1
972	1
1825	1
6[7	1
56[6	1
18[19	1
2]	2
38[20	1
340[12	1
60[7	1
14[6	1
10210	1
5[13	1
10448	1
16[2	1
5[72	1
108]	1
32400	2
::	2
9:03:36	1
..[18	1
126[75	1
90]	1
450[90	1
180[252	1
198]	1
2772[2	1
60[9	1
36[13	1
182[12	1
21600	2
6:01:00	1
..[13	1
221[100	1
200[8	1
40[75	1
3000	1
20[7	1
84[9	1
45[6	1
24[15	1
25]	1
75[6	1
3620	1
472	1
18448	1
616	3
56[2	1
10[28	1
16872	1
1042	1
1572	1
24840	1
440	1
4030	1
460	1
8492	1
9543	1
6664	1
7877	1
9656	1
6722	1
4161	1
8358	1
7954	1
5610	1
1368	1
9350	1
9163	1
8679	1
9221	1
3933	1
5471	1
9878	1
8764	1
7767	1
8458	1
9872	1
9575	1
8759	1
9720	1
1810	3
1510	1
1711	1
138	1
1912	1
167	1
1415	1
1410	1
6247	1
2626	1
843	1
5638	1
494	1
1145	1
5933	1
1035	1
3530	1
3217	1
3812	1
3133	1
2742	1
4748	1
5850	1
5611	1
1640	1
3623	1
630	1
831	1
323	2
336	1
902	1
503	1
805	1
243	1
405	2
4887	1
9101	1
962	1
536	1
943	1
945	1
863	1
750	1
7110	1
935	1
568	1
858	1
3610	1
1211	1
4514	1
5412	1
412	1
367	1
1010	1
3213	1
1011	1
279	1
915	1
545	1
927	1
045	1
013	1
959	1
572	1
535	1
727	1
360	1
6560	1
25504	1
86154	1
141802	1
53820	1
10407	1
374028	1
7654	1
3210	1
7100	1
15929	1
773300	1
44316	1
41804	1
225530	1
701720	1
